subtype,species_latin_name,species_common_name,species_description,SD_prompt
Dipsacales,Scabiosa columbaria,Scabiosa Columbaria," Light blue, pincushion-like flowers, smaller than other scabious species.","A photograph of a Scabiosa Columbaria (Scabiosa columbaria): Light blue, pincushion-like flowers, smaller than other scabious species."
Dipsacales,Scabiosa lucasiana,Scabiosa Lucasiana, Features pale lilac to white flowers with a pincushion-like appearance.,A photograph of a Scabiosa Lucasiana (Scabiosa lucasiana): Features pale lilac to white flowers with a pincushion-like appearance.
Ericales,Rhododendron ponticum,Rhododendron," Large evergreen shrub with dark green, glossy leaves. Produces large clusters of purple or pink flowers.","A photograph of a Rhododendron (Rhododendron ponticum): Large evergreen shrub with dark green, glossy leaves. Produces large clusters of purple or pink flowers."
Ericales,Camellia sinensis,Tea Plant, Evergreen shrub with glossy green leaves and small white flowers. Known for its seeds which are used to produce tea.,A photograph of a Tea Plant (Camellia sinensis): Evergreen shrub with glossy green leaves and small white flowers. Known for its seeds which are used to produce tea.
Ericales,Diospyros virginiana,Persimmon," Deciduous tree with broad, glossy leaves. Produces orange-red fruit in the fall.","A photograph of a Persimmon (Diospyros virginiana): Deciduous tree with broad, glossy leaves. Produces orange-red fruit in the fall."
Ericales,Actinidia deliciosa,Kiwi, Vine with heart-shaped leaves and hairy brown fruit. The fruit has bright green flesh inside.,A photograph of a Kiwi (Actinidia deliciosa): Vine with heart-shaped leaves and hairy brown fruit. The fruit has bright green flesh inside.
Ericales,Vaccinium corymbosum,Blueberry," Deciduous shrub with small, bell-shaped flowers. Produces clusters of small, round blueberries.","A photograph of a Blueberry (Vaccinium corymbosum): Deciduous shrub with small, bell-shaped flowers. Produces clusters of small, round blueberries."
Ericales,Calluna vulgaris,Heather," Small evergreen shrub with needle-like leaves. Produces spikes of small, bell-shaped flowers in shades of pink and purple.","A photograph of a Heather (Calluna vulgaris): Small evergreen shrub with needle-like leaves. Produces spikes of small, bell-shaped flowers in shades of pink and purple."
Ericales,Primula vulgaris,Primrose, Low-growing plant with rosettes of leaves. Produces clusters of yellow flowers in the spring.,A photograph of a Primrose (Primula vulgaris): Low-growing plant with rosettes of leaves. Produces clusters of yellow flowers in the spring.
Ericales,Paphiopedilum spp.,Slipper Orchid," Orchid with large, slipper-shaped flowers. Flowers can be a variety of colors, including green, brown, and purple.","A photograph of a Slipper Orchid (Paphiopedilum spp.): Orchid with large, slipper-shaped flowers. Flowers can be a variety of colors, including green, brown, and purple."
Ericales,Monotropa uniflora,Indian Pipe," Unusual plant that lacks chlorophyll. Has white, pipe-shaped flowers and is often found in dark, wooded areas.","A photograph of a Indian Pipe (Monotropa uniflora): Unusual plant that lacks chlorophyll. Has white, pipe-shaped flowers and is often found in dark, wooded areas."
Ericales,Gaultheria procumbens,Wintergreen, Low-growing plant with glossy leaves. Produces red berries and has a strong minty scent.,A photograph of a Wintergreen (Gaultheria procumbens): Low-growing plant with glossy leaves. Produces red berries and has a strong minty scent.
Ericales,Pieris japonica,Japanese Pieris, Evergreen shrub with clusters of bell-shaped flowers. Leaves are dark green and glossy.,A photograph of a Japanese Pieris (Pieris japonica): Evergreen shrub with clusters of bell-shaped flowers. Leaves are dark green and glossy.
Ericales,Drosera rotundifolia,Sundew," Carnivorous plant with sticky, dew-covered leaves. Produces small white or pink flowers.","A photograph of a Sundew (Drosera rotundifolia): Carnivorous plant with sticky, dew-covered leaves. Produces small white or pink flowers."
Ericales,Rhododendron groenlandicum,Labrador Tea, Evergreen shrub with leathery leaves. Produces clusters of white flowers.,A photograph of a Labrador Tea (Rhododendron groenlandicum): Evergreen shrub with leathery leaves. Produces clusters of white flowers.
Ericales,Vaccinium macrocarpon,Cranberry," Low-growing plant with small, pink flowers. Produces tart, red berries.","A photograph of a Cranberry (Vaccinium macrocarpon): Low-growing plant with small, pink flowers. Produces tart, red berries."
Ericales,Saintpaulia ionantha,African Violet," Houseplant with fuzzy leaves. Produces clusters of purple, blue, or white flowers.","A photograph of a African Violet (Saintpaulia ionantha): Houseplant with fuzzy leaves. Produces clusters of purple, blue, or white flowers."
Ericales,Rubus chamaemorus,Cloudberry, Low-growing plant with lobed leaves. Produces amber-colored berries.,A photograph of a Cloudberry (Rubus chamaemorus): Low-growing plant with lobed leaves. Produces amber-colored berries.
Ericales,St,," Plant with yellow flowers and small, oval leaves. Known for its medicinal properties.","A photograph of a St: Plant with yellow flowers and small, oval leaves. Known for its medicinal properties."
Ericales,Andromeda polifolia,Bog Rosemary," Evergreen shrub with narrow, blue-green leaves. Produces clusters of pink or white bell-shaped flowers.","A photograph of a Bog Rosemary (Andromeda polifolia): Evergreen shrub with narrow, blue-green leaves. Produces clusters of pink or white bell-shaped flowers."
Ericales,Rhododendron spp.,Azalea," Shrub with large, showy flowers. Flowers can be a variety of colors, including pink, red, and white.","A photograph of a Azalea (Rhododendron spp.): Shrub with large, showy flowers. Flowers can be a variety of colors, including pink, red, and white."
Ericales,Vaccinium myrtillus,Bilberry," Shrub with small, bell-shaped flowers. Produces small, dark blue berries.","A photograph of a Bilberry (Vaccinium myrtillus): Shrub with small, bell-shaped flowers. Produces small, dark blue berries."
Escalloniales,Escallonia rubra,Redclaw," A shrub with glossy leaves and clusters of red, tubular flowers.","A photograph of a Redclaw (Escallonia rubra): A shrub with glossy leaves and clusters of red, tubular flowers."
Escalloniales,Escallonia rosea,Pink Escallonia, Features pink flowers and dark green leaves.,A photograph of a Pink Escallonia (Escallonia rosea): Features pink flowers and dark green leaves.
Escalloniales,Escallonia alpina,Alpine Escallonia, Small shrub with white flowers and serrated leaves.,A photograph of a Alpine Escallonia (Escallonia alpina): Small shrub with white flowers and serrated leaves.
Escalloniales,Escallonia pulverulenta,Chilean Escallonia, Dense shrub with white flowers and grey-green leaves.,A photograph of a Chilean Escallonia (Escallonia pulverulenta): Dense shrub with white flowers and grey-green leaves.
Escalloniales,Escallonia illinita,Illinita," Features small, white flowers and glossy leaves.","A photograph of a Illinita (Escallonia illinita): Features small, white flowers and glossy leaves."
Escalloniales,Escallonia myrtoidea,Myrtle Escallonia, Small tree with white flowers and dark green leaves.,A photograph of a Myrtle Escallonia (Escallonia myrtoidea): Small tree with white flowers and dark green leaves.
Escalloniales,Escallonia bifida,," Shrub with white flowers and glossy, toothed leaves.","A photograph of a Escallonia bifida: Shrub with white flowers and glossy, toothed leaves."
Escalloniales,Escallonia callcottiae,, Shrub with pink flowers and dark green leaves.,A photograph of a Escallonia callcottiae: Shrub with pink flowers and dark green leaves.
Escalloniales,Escallonia cordobensis,, Shrub with white flowers and glossy leaves.,A photograph of a Escallonia cordobensis: Shrub with white flowers and glossy leaves.
Escalloniales,Escallonia discolor,, Shrub with pink flowers and dark green leaves.,A photograph of a Escallonia discolor: Shrub with pink flowers and dark green leaves.
Escalloniales,Escallonia floribunda,, Shrub with white flowers and glossy leaves.,A photograph of a Escallonia floribunda: Shrub with white flowers and glossy leaves.
Escalloniales,Escallonia herrerae,, Shrub with white flowers and dark green leaves.,A photograph of a Escallonia herrerae: Shrub with white flowers and dark green leaves.
Escalloniales,Escallonia leucantha,, Shrub with white flowers and glossy leaves.,A photograph of a Escallonia leucantha: Shrub with white flowers and glossy leaves.
Escalloniales,Escallonia megapotamica,, Shrub with pink flowers and dark green leaves.,A photograph of a Escallonia megapotamica: Shrub with pink flowers and dark green leaves.
Escalloniales,Escallonia montevidensis,, Shrub with white flowers and glossy leaves.,A photograph of a Escallonia montevidensis: Shrub with white flowers and glossy leaves.
Escalloniales,Escallonia paniculata,, Shrub with white flowers and dark green leaves.,A photograph of a Escallonia paniculata: Shrub with white flowers and dark green leaves.
Escalloniales,Escallonia pendula,, Shrub with pink flowers and dark green leaves.,A photograph of a Escallonia pendula: Shrub with pink flowers and dark green leaves.
Escalloniales,Escallonia revoluta,, Shrub with white flowers and glossy leaves.,A photograph of a Escallonia revoluta: Shrub with white flowers and glossy leaves.
Escalloniales,Escallonia resinosa,, Shrub with white flowers and dark green leaves.,A photograph of a Escallonia resinosa: Shrub with white flowers and dark green leaves.
Escalloniales,Escallonia virgata,, Shrub with pink flowers and dark green leaves.,A photograph of a Escallonia virgata: Shrub with pink flowers and dark green leaves.
Fabales,Gleditsia triacanthos,Honey Locust," Thorny tree with compound leaves and long, twisted seed pods.","A photograph of a Honey Locust (Gleditsia triacanthos): Thorny tree with compound leaves and long, twisted seed pods."
Fabales,Cercis canadensis,Redbud, Small tree with heart-shaped leaves and clusters of pink flowers.,A photograph of a Redbud (Cercis canadensis): Small tree with heart-shaped leaves and clusters of pink flowers.
Fabales,Robinia pseudoacacia,Black Locust," Tree with compound leaves, white flowers, and dark bark.","A photograph of a Black Locust (Robinia pseudoacacia): Tree with compound leaves, white flowers, and dark bark."
Fabales,Gymnocladus dioicus,Kentucky Coffee Tree," Large tree with double compound leaves and thick, leathery seed pods.","A photograph of a Kentucky Coffee Tree (Gymnocladus dioicus): Large tree with double compound leaves and thick, leathery seed pods."
Fabales,Cladrastis kentukea,Yellowwood, Medium-sized tree with pinnate leaves and drooping clusters of white flowers.,A photograph of a Yellowwood (Cladrastis kentukea): Medium-sized tree with pinnate leaves and drooping clusters of white flowers.
Fabales,Ceratonia siliqua,Carob," Evergreen tree with pinnate leaves and edible, pod-like fruits.","A photograph of a Carob (Ceratonia siliqua): Evergreen tree with pinnate leaves and edible, pod-like fruits."
Fabales,Tamarindus indica,Tamarind," Tropical tree with feathery leaves, yellow flowers, and brown, pod-like fruits.","A photograph of a Tamarind (Tamarindus indica): Tropical tree with feathery leaves, yellow flowers, and brown, pod-like fruits."
Fabales,Glycine max,Soybean," Annual plant with trifoliate leaves and small, hairy pods containing edible seeds.","A photograph of a Soybean (Glycine max): Annual plant with trifoliate leaves and small, hairy pods containing edible seeds."
Fabales,Arachis hypogaea,Peanut, Annual plant with pinnate leaves and underground pods containing edible seeds.,A photograph of a Peanut (Arachis hypogaea): Annual plant with pinnate leaves and underground pods containing edible seeds.
Fabales,Cicer arietinum,Chickpea," Annual plant with pinnate leaves and round, beige seeds.","A photograph of a Chickpea (Cicer arietinum): Annual plant with pinnate leaves and round, beige seeds."
Fabales,Lens culinaris,Lentil," Annual plant with small, trifoliate leaves and flat, disc-shaped seeds.","A photograph of a Lentil (Lens culinaris): Annual plant with small, trifoliate leaves and flat, disc-shaped seeds."
Fabales,Pisum sativum,Pea," Annual vine with pinnate leaves and pods containing round, edible seeds.","A photograph of a Pea (Pisum sativum): Annual vine with pinnate leaves and pods containing round, edible seeds."
Fabales,Medicago sativa,Alfalfa," Perennial plant with trifoliate leaves and small, spirally coiled seed pods.","A photograph of a Alfalfa (Medicago sativa): Perennial plant with trifoliate leaves and small, spirally coiled seed pods."
Fabales,Trifolium pratense,Clover, Perennial plant with trifoliate leaves and round clusters of pink flowers.,A photograph of a Clover (Trifolium pratense): Perennial plant with trifoliate leaves and round clusters of pink flowers.
